id,dollar
579,18.1509
580,7.0407
581,14.0902
582,80.0
583,10.1
584,7.1711
585,7.1806
586,7.1806
587,28.1403
589,7.1711
590,14.0901
591,14.0901
592,27.0
593,27.0
594,7.1711
595,7.1511
596,7.01
597,15.0
598,31.1
599,31.1
600,10.1
601,7.1701
602,7.0101
603,7.1701
604,7.15
605,13.151
606,8.0203
607,6.0911
608,7.1511
609,8.1301
610,7.1506
611,7.1701
612,7.1506
613,11.0208
614,11.0208
616,7.1506
617,11.0208
619,23.09
620,23.09
621,23.09
622,23.09
623,26.0
624,7.1711
625,7.1701
626,7.1701
627,7.0407
628,26.0
629,9.161
630,9.161
631,7.1806
632,7.0206
633,8.0808
634,26.0
635,26.0
636,7.1711
637,7.1511
638,7.1701
639,7.1005
640,21.0
641,13.0804
642,13.0804
643,7.0407
644,12.07
645,7.15
646,12.07
647,7.05
648,211.1
649,7.15
650,7.15
651,8.01
652,7.1607
654,13.1
655,7.15
656,29.14
657,51.1703
658,51.1703
659,14.0901
660,14.0901
661,7.15
662,7.15
663,7.1409
664,52.1101
665,52.1101
666,22.0
667,22.0
668,8.1303
669,22.0
670,8.1303
671,12.07
672,26.11
673,12.0308
674,7.1701
675,12.0308
677,7.1711
678,7.0407
679,211.0609
681,7.11
682,10.1
683,7.0406
684,26.0
685,26.0
686,9.1109
687,10.1402
688,56.0911
689,56.0911
690,7.05
691,7.15
692,56.0911
693,41.1107
694,41.1107
695,41.1107
696,41.1107
697,9.0908
698,7.1506
699,7.1506
700,25.1807
701,25.0904
702,25.0904
703,25.0904
704,25.0904
705,25.0904
706,12.0
707,7.1806
708,33.0
709,10.1
710,15.1
711,15.1
712,106.0806
713,24.03
714,512.0607
715,12.1706
716,27.1405
717,10.1
718,9.1
719,7.1506
720,7.15
721,26.11
722,15.11
723,15.11
724,7.1806
725,27.1405
726,7.1707
727,39.08
728,39.08
729,12.07
730,56.0911
731,9.1
732,7.05
733,16.02
734,16.02
735,7.1707
736,77.1902
737,30.0
738,45.1
739,26.0
740,26.0
741,7.05
742,8.1303
743,7.0101
744,7.1701
745,7.1107
746,146.1005
747,6.0809
748,7.1711
749,7.11
750,10.1
751,7.15
752,211.0609
753,7.021
754,7.0206
755,26.0
756,7.1707
757,86.1
758,8.01
759,7.1806
760,15.0
761,37.0
762,37.0
763,37.0
764,7.0407
765,7.15
766,15.1107
767,7.1409
768,7.0407
769,29.14
770,7.1711
771,7.1711
772,7.1711
773,53.02
774,53.02
775,7.1711
776,13.0
777,16.0
778,49.1001
779,75.041
780,7.15
781,51.1703
782,7.15
783,23.05
784,23.05
785,23.05
786,13.1
787,13.0
788,7.1508
789,15.1
790,26.0509
791,7.1707
792,8.0
793,7.15
794,26.0
795,7.15
796,16.02
797,16.02
798,7.15
799,8.01
800,7.15
801,8.01
802,19.1
803,19.1
804,10.1
805,8.01
806,7.15
807,13.0
808,82.0305
809,82.0305
810,7.1506
811,7.1711
812,8.01
813,26.11
814,13.0
815,90.0
816,90.0
817,90.0
818,7.1711
819,7.1711
820,10.1
821,7.1711
822,7.1707
823,57.15
824,7.13
825,30.1
826,13.0
827,42.08
828,8.01
829,12.0906
830,12.0906
831,24.03
832,24.03
833,14.0
834,26.0
835,8.01
836,7.15
837,7.1506
838,7.0407
839,8.01
840,15.0411
841,15.0411
842,15.0411
843,10.1
844,7.1408
845,7.15
846,8.01
847,15.1
848,15.1
849,15.1
850,7.0406
851,7.15
852,9.1309
853,7.1711
854,7.0406
855,7.0407
856,15.140999999999998
857,15.140999999999998
858,15.140999999999998
859,8.01
860,7.1711
861,7.0407
862,30.0105
863,30.0105
864,7.0406
865,29.14
866,7.15
867,26.0
868,26.0
869,26.0
870,7.1711
871,13.0
872,113.0506
873,113.0506
874,113.0506
875,26.0508
876,36.15
877,26.0
878,7.1806
879,8.01
880,7.1506
881,7.1701
882,7.1701
883,11.040999999999999
884,11.040999999999999
885,7.0206
886,7.1806
887,7.0407
888,13.1
889,7.16
890,13.1703
891,10.1
892,7.15
893,6.0409
894,7.1607
895,15.1
896,15.1
897,7.1408
898,7.15
899,7.15
900,9.0406
901,7.1707
902,7.1506
903,7.15
904,7.1607
905,108.18
906,3.0305
907,22.1006
908,8.0801
909,7.0603
910,7.1701
911,7.1701
912,7.1506
913,9.0406
914,25.141
915,8.1303
916,8.1303
917,8.1303
918,9.0404
919,61.1907
920,61.1907
921,7.1207
922,13.0
923,27.1405
924,10.1
925,13.1703
926,10.1
927,13.1702
928,21.0106
929,21.0106
930,21.0106
931,21.0106
932,21.0106
933,39.1309
934,39.1309
935,39.1309
936,39.1309
937,39.1309
938,39.1309
939,10.1
941,26.0
943,28.1
944,8.1303
945,14.1
946,7.1711
947,93.1
948,13.1506
949,13.1506
950,13.1506
951,7.0
952,66.12
953,66.12
954,7.1506
955,8.01
956,7.1806
957,7.1806
958,108.18
959,108.18
960,10.1
961,7.05
962,15.01
963,93.1
964,7.1506
965,13.0
966,7.1711
967,22.0702
968,22.0702
969,8.01
970,8.0209
971,7.1711
972,7.1711
973,7.1506
974,7.1506
975,30.1
976,21.0
977,26.0
978,21.0
979,8.01
980,13.0
981,7.1711
982,8.1303
983,8.1303
984,13.0
985,12.1409
986,52.0
987,83.0302
988,15.0
989,8.1403
990,26.0
991,26.0
992,26.0
993,7.1711
994,7.0406
995,8.0203
996,7.0407
997,7.05
998,10.1
999,7.1711
1000,21.0
1001,21.0
1003,13.0
1004,8.01
1005,39.12
1006,29.0206
1007,29.0206
1008,29.0206
1009,29.0206
1010,29.0206
1011,29.0206
1012,15.0
1013,18.15
1014,18.15
1015,18.15
1016,10.1
1017,135.1208
1018,39.1309
1019,7.0206
1020,7.1405
1021,14.1
1022,14.1
1023,211.0609
1024,14.1
1025,14.1
1026,247.1006
1027,50.0911
1028,10.1
1029,8.01
1030,26.11
1031,7.1506
1032,50.0
1033,20.0403
1034,20.0403
1035,20.0403
1036,27.1405
1037,79.0
1038,40.0206
1039,86.1
1040,8.01
1041,59.08
1042,59.08
1043,8.01
1044,26.11
1045,10.1
1046,8.01
1047,7.15
1048,24.03
1049,262.0706
1050,262.0706
1051,262.0706
1052,262.0706
1053,262.0706
1054,7.0407
1055,7.0406
1056,30.1
1057,7.1407
1058,7.111000000000001
1059,7.05
1060,69.11
1061,69.11
1062,69.11
1063,69.11
1064,69.11
1065,69.11
1066,69.11
1067,69.11
1068,69.11
1069,69.11
1070,69.11
1071,69.06
1072,9.0606
1073,7.13
1074,26.0
1075,7.1806
1076,21.1307
1077,21.1307
1078,21.1307
1079,16.14
1080,16.14
1081,16.14
1082,9.1
1083,8.01
1084,8.01
1085,7.1406
1086,57.15
1087,9.1
1088,13.0
1089,7.1711
1090,13.0
1091,4.0
1092,31.0
1093,26.11
1095,26.0
1096,7.15
1097,7.0406
1098,15.02
1099,26.0
1100,7.0406
1101,7.1607
1102,8.01
1103,153.0903
1104,13.0
1105,26.0509
1106,55.18
1107,55.18
1108,8.01
1109,35.1
1110,36.15
1111,13.0
1112,7.0407
1113,8.01
1114,7.1711
1115,7.1806
1116,6.0911
1117,13.1
1118,27.18
1119,27.18
1120,27.18
1121,27.18
1122,27.18
1123,27.18
1124,7.1711
1125,12.07
1126,10.1
1127,8.01
1128,35.1
1129,26.11
1130,8.1303
1131,13.0
1132,30.1311
1133,60.0
1134,26.0
1135,60.0
1136,7.1408
1137,7.15
1138,82.0504
1139,82.0504
1140,13.0
1141,7.13
1142,8.01
1143,8.01
1144,134.1
1145,134.1
1146,134.1
1147,146.1005
1148,146.1005
1149,8.01
1150,30.1
1151,7.1711
1152,8.1309
1153,7.11
1154,8.01
1155,15.0
1156,26.11
1157,55.081
1158,55.081
1159,78.0504
1160,27.1405
1161,10.1
1162,80.0
1164,7.1711
1165,9.1609
1166,7.1806
1167,221.1507
1168,221.1507
1169,8.1303
1170,10.0903
1171,10.0903
1172,8.01
1173,7.1806
1174,7.01
1175,32.0605
1176,7.1506
1177,9.0406
1178,7.1511
1179,13.0
1180,65.0
1181,25.1807
1182,8.1004
1183,6.0809
1184,8.1004
1185,79.13
1186,79.13
1187,79.13
1188,52.0
1190,52.0
1191,7.1511
1192,110.1708
1193,110.1708
1194,110.1708
1195,8.01
1196,6.0809
1197,7.0406
1198,8.01
1199,80.0
1200,16.02
1201,16.02
1202,7.1806
1203,7.15
1204,7.1711
1205,8.01
1206,10.1
1207,8.01
1208,7.0407
1210,7.1711
1211,13.0
1212,12.13
1213,10.1
1214,28.1009
1215,15.0411
1216,15.0411
1217,15.0411
1218,7.1711
1219,9.161
1220,9.1109
1221,21.0
1222,21.0
1223,27.1405
1224,14.1
1225,14.1
1226,14.1
1227,9.1
1228,9.0
1229,33.1
1230,18.0
1231,18.0
1232,18.0
1233,18.0
1234,9.1
1235,9.1
1236,24.03
1237,24.03
1238,24.03
1239,9.1
1240,7.0406
1241,13.0
1242,7.1701
1243,7.1701
1244,7.1711
1245,9.0
1246,34.0
1247,21.0
1248,512.0607
1249,8.01
1250,21.0
1251,21.0
1252,10.1
1253,7.11
1254,75.05
1255,75.05
1257,15.15
1258,15.15
1259,7.0406
1260,13.0
1261,8.01
1262,26.11
1263,26.0
1264,26.0
1265,23.0
1266,23.0
1267,23.0
1268,7.1511
1269,27.15
1270,27.15
1271,27.15
1272,27.15
1273,10.1
1274,12.1706
1275,13.0
1276,77.0509
1277,77.0509
1278,135.1208
1279,164.1704
1280,164.1704
1281,164.1704
1282,7.15
1283,211.1
1284,211.1
1285,211.1
1286,6.0911
1287,6.0911
1288,7.0
1289,26.0
1290,26.11
1291,8.1403
1292,7.11
1293,61.0707
1294,13.0
1295,35.0
1296,8.01
1297,16.02
1298,61.0707
1299,134.1
1300,7.05
1301,8.1303
1302,7.05
1303,9.1
1305,35.1
1306,13.1
1307,26.11
1308,14.0901
1309,14.0901
1310,135.1208
1311,7.0406
1312,7.0407
1313,22.0702
1314,13.0
1315,7.0406
1316,7.0406
1317,7.0406
1318,7.1706
